---------- BOTNET FLOWS DETECTED ----------

172.135.43.16:31276 -> 66.154.83.138:7871 (UDP)
66.154.87.41:7871 -> 83.208.176.57:20908 (UDP)
87.207.50.66:33489 -> 66.154.87.41:7871 (UDP)
66.154.80.105:7871 -> 68.211.179.96:50065 (UDP)
66.154.87.39:7871 -> 71.142.231.91:24384 (UDP)
69.29.152.40:50700 -> 66.154.80.125:7871 (UDP)
66.154.80.111:7871 -> 217.199.117.106:15882 (UDP)
66.154.80.119:7871 -> 84.168.119.67:29003 (UDP)
66.154.87.57:7871 -> 99.243.165.206:11274 (UDP)
87.53.105.19:52556 -> 66.154.80.101:7871 (UDP)
66.154.87.61:7871 -> 212.40.67.6:23260 (UDP)
66.154.87.41:7871 -> 64.1.77.63:15750 (UDP)
67.14.221.23:27592 -> 66.154.80.105:7871 (UDP)
66.154.87.41:7871 -> 63.246.172.103:20245 (UDP)
81.9.31.181:7653 -> 66.154.83.138:7871 (UDP)
66.154.80.111:7871 -> 68.224.97.1:9999 (UDP)
66.154.80.111:7871 -> 220.225.140.74:10921 (UDP)
62.219.110.77:4924 -> 66.154.87.39:7871 (UDP)
89.138.253.181:23196 -> 66.154.80.105:7871 (UDP)
68.118.224.56:8 -> 66.154.83.157:63232 (TCP)
66.154.87.57:7871 -> 190.67.159.236:10785 (UDP)
66.154.87.57:7871 -> 201.143.97.100:61988 (UDP)
82.227.155.143:12960 -> 66.154.83.113:7871 (UDP)
69.165.59.82:8 -> 66.154.83.156:63133 (TCP)
72.130.145.39:26022 -> 66.154.87.41:7871 (UDP)
91.42.5.222:8200 -> 66.154.83.107:7871 (UDP)
222.123.106.68:50465 -> 66.154.87.57:7871 (UDP)
125.25.74.92:5174 -> 66.154.83.80:7871 (UDP)
91.127.29.49:3064 -> 66.154.80.105:7871 (UDP)
66.154.80.101:137 -> 24.167.243.52:137 (UDP)
66.154.83.113:7871 -> 69.153.191.220:58453 (UDP)
66.154.83.113:7871 -> 88.66.206.62:24667 (UDP)
66.154.80.101:7871 -> 81.155.104.153:10908 (UDP)
24.165.115.55:8 -> 66.154.83.135:63852 (TCP)
87.21.146.116:10001 -> 66.154.80.111:7871 (UDP)
75.108.234.71:33013 -> 66.154.87.61:7871 (UDP)
82.101.189.145:29050 -> 66.154.87.57:7871 (UDP)
201.170.148.88:20970 -> 66.154.87.39:7871 (UDP)
66.154.80.101:7871 -> 74.193.12.231:3990 (UDP)
66.154.80.105:7871 -> 222.123.113.193:50163 (UDP)
66.154.83.138:7871 -> 41.196.201.41:12881 (UDP)
66.154.80.111:7871 -> 189.70.174.5:60633 (UDP)
201.240.108.124:27535 -> 66.154.83.107:7871 (UDP)
66.154.80.125:7871 -> 189.133.158.175:2965 (UDP)
66.154.80.111:7871 -> 88.171.193.68:15206 (UDP)
75.120.51.32:55523 -> 66.154.87.39:7871 (UDP)
66.154.83.107:7871 -> 217.93.6.215:64763 (UDP)
88.26.48.153:26879 -> 66.154.83.80:7871 (UDP)
66.154.80.111:7871 -> 220.188.134.66:1834 (UDP)
66.154.80.111:7871 -> 69.29.152.40:50700 (UDP)
66.154.87.39:7871 -> 206.51.192.30:34766 (UDP)
66.154.87.41:7871 -> 88.207.202.219:54603 (UDP)
88.16.173.229:3122 -> 66.154.80.111:7871 (UDP)
86.111.12.140:28604 -> 66.154.87.61:7871 (UDP)
66.154.83.131:63100 -> 65.30.81.171:8 (TCP)
75.23.128.33:5564 -> 66.154.83.107:7871 (UDP)
192.168.1.2:21000 -> 203.212.2.152:8899 (UDP)
213.22.233.25:59905 -> 66.154.87.39:7871 (UDP)
68.37.187.204:18804 -> 66.154.80.111:7871 (UDP)
66.154.87.39:7871 -> 69.253.184.28:11274 (UDP)
76.196.243.143:1095 -> 66.154.87.57:7871 (UDP)
24.165.115.55:8 -> 66.154.83.143:63195 (TCP)
66.154.87.41:7871 -> 65.249.187.253:9956 (UDP)
66.154.87.39:7871 -> 211.28.145.178:6013 (UDP)
81.95.0.218:4977 -> 66.154.83.80:7871 (UDP)
66.154.83.107:7871 -> 78.32.148.253:7509 (UDP)
66.154.87.57:7871 -> 208.101.150.164:55981 (UDP)
62.235.193.155:27137 -> 66.154.80.125:7871 (UDP)
124.185.83.108:10052 -> 66.154.87.57:7871 (UDP)
83.40.154.190:14672 -> 66.154.80.101:7871 (UDP)
66.154.80.111:7871 -> 59.120.103.214:59300 (UDP)
61.239.219.224:27725 -> 66.154.87.58:7871 (UDP)
66.154.87.41:7871 -> 69.177.129.171:32198 (UDP)
122.42.127.187:3224 -> 66.154.83.80:7871 (UDP)
125.108.10.113:2108 -> 66.154.87.57:7871 (UDP)
84.141.101.60:44199 -> 66.154.87.39:7871 (UDP)
69.61.28.69:63089 -> 128.211.221.47:8 (TCP)
66.154.83.80:7871 -> 86.217.60.72:18263 (UDP)
66.154.83.138:7871 -> 220.132.251.155:35588 (UDP)
66.154.87.58:7871 -> 69.231.36.67:8908 (UDP)
69.137.62.138:50759 -> 66.154.87.41:7871 (UDP)
88.249.29.128:50636 -> 66.154.83.80:7871 (UDP)
90.20.237.79:37075 -> 66.154.87.57:7871 (UDP)
66.154.83.107:7871 -> 70.51.57.145:61081 (UDP)
68.74.148.220:3853 -> 66.154.83.138:7871 (UDP)
196.36.143.186:4951 -> 66.154.80.105:7871 (UDP)
66.154.80.101:7871 -> 82.158.243.23:13941 (UDP)
59.96.104.172:32554 -> 66.154.80.111:7871 (UDP)
202.114.128.157:62318 -> 66.154.83.107:7871 (UDP)
200.65.212.212:21090 -> 66.154.80.111:7871 (UDP)
66.154.80.111:7871 -> 117.98.20.201:6705 (UDP)
66.154.87.61:7871 -> 82.137.238.60:11401 (UDP)
77.200.115.181:17095 -> 66.154.80.111:7871 (UDP)
66.154.87.39:7871 -> 58.167.222.223:23710 (UDP)
66.154.83.107:7871 -> 217.197.164.29:13093 (UDP)
85.179.11.249:64277 -> 66.154.87.39:7871 (UDP)
66.154.83.113:7871 -> 66.154.94.237:9553 (UDP)
66.154.83.80:7871 -> 87.234.151.24:12292 (UDP)
70.226.4.206:62664 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 201.204.47.66:50165 (UDP)
66.154.87.41:7871 -> 85.124.47.15:54253 (UDP)
62.143.105.65:19853 -> 66.154.83.138:7871 (UDP)
98.199.253.205:3424 -> 66.154.87.41:7871 (UDP)
66.154.80.111:7871 -> 88.236.0.248:17320 (UDP)
212.40.67.6:23260 -> 66.154.87.58:7871 (UDP)
201.240.179.72:27443 -> 66.154.80.101:7871 (UDP)
85.127.230.242:4294 -> 66.154.80.111:7871 (UDP)
69.158.1.114:61386 -> 66.154.83.107:7871 (UDP)
68.59.207.250:11275 -> 66.154.80.111:7871 (UDP)
59.92.68.255:26884 -> 66.154.87.41:7871 (UDP)
66.154.83.133:63318 -> 69.234.207.37:8 (TCP)
66.154.80.111:7871 -> 221.220.148.20:15219 (UDP)
66.154.87.41:7871 -> 64.179.133.119:11275 (UDP)
66.154.80.101:7871 -> 82.83.226.45:9327 (UDP)
59.187.196.104:3122 -> 66.154.83.107:7871 (UDP)
218.102.234.25:29929 -> 66.154.80.111:7871 (UDP)
66.154.87.57:7871 -> 83.177.127.134:16651 (UDP)
123.222.69.210:4615 -> 66.154.83.144:139 (TCP)
69.158.1.114:60590 -> 66.154.83.107:7871 (UDP)
66.154.80.111:7871 -> 70.253.200.202:23466 (UDP)
84.177.200.88:7714 -> 66.154.83.113:7871 (UDP)
222.123.124.67:51009 -> 66.154.87.57:7871 (UDP)
66.154.83.80:7871 -> 80.142.252.40:20235 (UDP)
89.138.178.152:29796 -> 66.154.87.41:7871 (UDP)
66.154.87.41:7871 -> 72.224.165.157:35992 (UDP)
72.26.78.137:55065 -> 66.154.80.111:7871 (UDP)
202.149.203.93:29393 -> 66.154.80.101:7871 (UDP)
66.154.80.101:7871 -> 83.235.176.143:22312 (UDP)
66.154.83.80:7871 -> 69.141.183.126:55365 (UDP)
208.124.64.222:60012 -> 66.154.80.125:7871 (UDP)
59.182.115.61:26052 -> 66.154.80.111:7871 (UDP)
68.194.83.170:2455 -> 66.154.87.41:7871 (UDP)
66.154.83.107:7871 -> 70.253.133.75:18148 (UDP)
66.154.87.41:7871 -> 69.2.86.139:5343 (UDP)
24.239.253.40:12388 -> 66.154.87.61:7871 (UDP)
82.33.158.180:24731 -> 66.154.83.80:7871 (UDP)
66.154.80.105:7871 -> 58.105.229.78:20218 (UDP)
211.193.41.18:11489 -> 66.154.83.80:7871 (UDP)
66.154.87.41:7871 -> 66.25.150.82:15660 (UDP)
80.230.15.217:17633 -> 66.154.87.57:7871 (UDP)
66.154.80.101:7871 -> 222.252.47.28:50658 (UDP)
66.154.83.107:7871 -> 61.11.125.243:50188 (UDP)
79.208.244.172:64299 -> 66.154.80.105:7871 (UDP)
66.154.83.107:7871 -> 65.40.136.133:22026 (UDP)
81.169.183.160:9919 -> 66.154.87.57:7871 (UDP)
66.154.83.80:7871 -> 85.177.116.163:1293 (UDP)
125.225.98.171:3437 -> 66.154.87.39:7871 (UDP)
66.154.80.111:7871 -> 58.35.42.115:53069 (UDP)
89.106.43.94:10110 -> 66.154.87.61:7871 (UDP)
212.137.41.132:11275 -> 66.154.87.39:7871 (UDP)
66.154.80.111:7871 -> 85.3.206.82:2880 (UDP)
84.192.134.63:60002 -> 66.154.80.105:7871 (UDP)
66.154.83.80:7871 -> 121.247.11.147:50583 (UDP)
58.76.144.11:20425 -> 66.154.83.113:7871 (UDP)
66.154.87.57:7871 -> 89.129.42.46:3297 (UDP)
81.39.141.61:10002 -> 66.154.87.41:7871 (UDP)
66.154.87.57:7871 -> 77.223.225.243:6331 (UDP)
66.154.83.80:7871 -> 201.9.179.192:4315 (UDP)
66.154.87.58:7871 -> 83.17.29.90:5003 (UDP)
190.138.82.252:16275 -> 66.154.80.105:7871 (UDP)
208.180.236.8:33085 -> 66.154.83.120:7871 (UDP)
88.5.17.142:12174 -> 66.154.87.61:7871 (UDP)
202.41.10.28:6212 -> 66.154.83.138:7871 (UDP)
66.154.87.57:7871 -> 190.139.48.70:51580 (UDP)
67.180.179.87:19430 -> 66.154.87.39:7871 (UDP)
88.255.57.84:32016 -> 66.154.80.111:7871 (UDP)
24.169.133.127:15823 -> 66.154.87.39:7871 (UDP)
66.154.83.107:7871 -> 200.68.8.130:24664 (UDP)
66.154.80.101:7871 -> 66.26.49.164:1927 (UDP)
91.76.175.64:3285 -> 66.154.80.101:7871 (UDP)
24.151.142.236:16275 -> 66.154.83.138:7871 (UDP)
84.52.111.254:1618 -> 66.154.87.41:7871 (UDP)
66.154.80.101:7871 -> 68.209.242.16:50441 (UDP)
66.154.87.39:7871 -> 87.11.135.58:30401 (UDP)
85.211.130.94:9823 -> 66.154.83.80:7871 (UDP)
66.154.87.41:7871 -> 67.176.73.208:8009 (UDP)
62.163.183.186:22312 -> 66.154.80.101:7871 (UDP)
69.4.150.221:62582 -> 66.154.83.80:7871 (UDP)
66.154.80.101:7871 -> 62.226.223.81:5791 (UDP)
66.154.87.41:7871 -> 196.209.208.157:21090 (UDP)
66.154.87.58:7871 -> 195.161.25.72:23458 (UDP)
66.154.83.147:63159 -> 69.141.98.226:8 (TCP)
66.154.80.101:7871 -> 201.230.174.209:16316 (UDP)
66.154.83.138:7871 -> 70.7.102.237:7207 (UDP)
66.154.87.61:7871 -> 24.91.13.235:4445 (UDP)
66.154.87.57:7871 -> 89.229.144.79:26700 (UDP)
69.61.28.102:63006 -> 71.57.230.38:8 (TCP)
24.87.91.48:137 -> 66.154.80.101:137 (UDP)
208.101.150.164:63704 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 190.49.239.185:16535 (UDP)
87.170.122.90:4665 -> 66.154.80.101:7871 (UDP)
66.154.83.107:7871 -> 88.158.64.18:7871 (UDP)
83.10.131.34:9230 -> 66.154.87.39:7871 (UDP)
60.230.34.51:60905 -> 66.154.80.101:7871 (UDP)
68.83.249.219:55572 -> 66.154.87.58:7871 (UDP)
58.168.238.77:60238 -> 66.154.83.113:7871 (UDP)
66.154.80.105:7871 -> 70.17.91.24:50943 (UDP)
85.48.225.45:16568 -> 66.154.87.41:7871 (UDP)
121.54.32.51:3072 -> 66.154.80.111:7871 (UDP)
66.154.80.111:7871 -> 200.26.147.58:31418 (UDP)
219.223.190.16:11368 -> 66.154.80.111:7871 (UDP)
66.154.87.61:7871 -> 201.240.107.19:14907 (UDP)
79.75.104.230:7018 -> 66.154.87.39:7871 (UDP)
66.154.83.113:7871 -> 222.254.165.143:2236 (UDP)
75.48.12.220:16196 -> 66.154.83.138:7871 (UDP)
189.176.18.140:13258 -> 66.154.80.111:7871 (UDP)
66.154.83.80:7871 -> 71.136.59.236:22252 (UDP)
66.154.87.57:7871 -> 189.32.0.11:15941 (UDP)
66.154.83.107:7871 -> 68.9.162.32:21497 (UDP)
66.154.87.61:7871 -> 88.198.62.16:5857 (UDP)
66.154.80.119:7871 -> 194.225.76.230:18041 (UDP)
66.154.87.57:7871 -> 219.95.254.36:14776 (UDP)
218.175.50.64:9055 -> 66.154.83.107:7871 (UDP)
66.154.83.131:63317 -> 69.141.98.226:8 (TCP)
66.154.83.138:7871 -> 66.78.119.23:24731 (UDP)
88.235.199.148:12356 -> 66.154.83.107:7871 (UDP)
211.76.38.119:1096 -> 69.61.28.72:139 (TCP)
66.154.83.80:7871 -> 217.165.235.87:19940 (UDP)
190.39.146.28:5860 -> 66.154.83.138:7871 (UDP)
66.154.83.80:7871 -> 98.201.38.218:5410 (UDP)
199.72.163.34:65163 -> 66.154.87.61:7871 (UDP)
66.154.80.111:7871 -> 124.180.243.212:61692 (UDP)
82.135.85.213:35806 -> 66.154.83.138:7871 (UDP)
68.39.15.5:14262 -> 66.154.87.39:7871 (UDP)
84.100.220.214:55262 -> 66.154.87.39:7871 (UDP)
66.154.87.58:7871 -> 200.103.28.246:15831 (UDP)
66.154.87.39:7871 -> 24.211.221.203:33326 (UDP)
211.106.204.40:13803 -> 66.154.87.58:7871 (UDP)
66.154.83.80:7871 -> 196.46.136.100:35999 (UDP)
211.74.249.174:16286 -> 66.154.80.111:7871 (UDP)
66.154.80.111:7871 -> 88.253.62.20:21471 (UDP)
66.154.87.41:7871 -> 68.58.153.120:11075 (UDP)
66.154.87.39:7871 -> 71.77.42.115:5645 (UDP)
66.154.83.107:7871 -> 86.97.149.38:61024 (UDP)
68.118.224.56:8 -> 69.61.28.88:63265 (TCP)
66.154.80.101:7871 -> 80.174.165.1:3373 (UDP)
66.154.83.113:7871 -> 81.62.231.66:12883 (UDP)
66.154.87.39:7871 -> 81.57.199.151:21894 (UDP)
84.10.11.82:1770 -> 66.154.87.39:7871 (UDP)
69.113.3.220:8 -> 66.154.83.158:63822 (TCP)
200.100.192.33:10003 -> 66.154.83.80:7871 (UDP)
86.202.148.248:20170 -> 66.154.80.125:7871 (UDP)
125.229.43.82:12021 -> 66.154.87.41:7871 (UDP)
71.236.204.127:17693 -> 66.154.87.57:7871 (UDP)
66.154.80.101:7871 -> 201.240.96.33:25952 (UDP)
66.154.83.138:7871 -> 58.236.220.16:24015 (UDP)
66.154.87.61:7871 -> 189.151.23.212:29689 (UDP)
66.154.83.80:7871 -> 85.60.92.198:9681 (UDP)
66.154.80.125:7871 -> 122.164.21.4:26262 (UDP)
66.154.87.57:7871 -> 66.31.67.250:15360 (UDP)
66.154.83.80:7871 -> 219.79.25.48:20262 (UDP)
66.154.87.57:7871 -> 207.248.51.158:12559 (UDP)
193.201.19.80:9588 -> 66.154.80.111:7871 (UDP)
77.123.164.121:14609 -> 66.154.83.113:7871 (UDP)
66.154.83.107:7871 -> 216.70.177.51:13520 (UDP)
84.194.239.192:3531 -> 66.154.87.61:7871 (UDP)
66.154.87.57:7871 -> 202.54.217.87:40883 (UDP)
66.154.83.80:7871 -> 81.192.178.114:7871 (UDP)
86.3.114.193:2502 -> 66.154.87.41:7871 (UDP)
69.61.28.108:25 -> 218.170.50.28:4935 (TCP)
66.154.83.113:7871 -> 76.187.254.210:16338 (UDP)
62.176.150.34:19163 -> 66.154.87.61:7871 (UDP)
66.154.80.111:7871 -> 90.242.182.133:65512 (UDP)
151.42.126.67:9191 -> 66.154.80.101:7871 (UDP)
66.154.83.107:7871 -> 206.188.176.6:23901 (UDP)
98.199.93.167:22904 -> 66.154.80.105:7871 (UDP)
87.223.130.154:3703 -> 66.154.80.111:7871 (UDP)
66.154.83.113:7871 -> 76.84.129.88:30255 (UDP)
66.154.83.80:7871 -> 210.210.223.235:24062 (UDP)
66.154.87.58:7871 -> 116.14.44.34:22252 (UDP)
217.126.95.54:25507 -> 66.154.87.57:7871 (UDP)
66.154.83.107:7871 -> 80.31.21.40:46670 (UDP)
213.39.205.62:5922 -> 66.154.80.101:7871 (UDP)
71.79.226.193:29080 -> 66.154.80.101:7871 (UDP)
66.154.83.113:7871 -> 66.15.189.160:37967 (UDP)
66.154.80.111:7871 -> 87.52.60.30:16119 (UDP)
66.154.87.57:7871 -> 90.188.192.207:28038 (UDP)
71.97.107.138:24401 -> 66.154.83.107:7871 (UDP)
82.240.196.133:4110 -> 66.154.80.111:7871 (UDP)
66.154.83.113:7871 -> 193.151.252.10:17439 (UDP)
66.154.87.57:7871 -> 68.42.92.240:55951 (UDP)
66.154.83.80:7871 -> 193.219.28.130:6750 (UDP)
66.154.87.41:7871 -> 222.123.124.67:50538 (UDP)
66.154.83.138:7871 -> 200.138.153.128:1138 (UDP)
74.129.75.22:19831 -> 66.154.83.80:7871 (UDP)
87.181.72.156:7977 -> 66.154.87.41:7871 (UDP)
66.152.221.100:30873 -> 66.154.80.119:135 (TCP)
66.154.83.138:7871 -> 75.164.202.107:29286 (UDP)
66.154.80.101:7871 -> 165.139.228.21:2045 (UDP)
24.58.101.166:8 -> 66.154.83.131:63142 (TCP)
66.154.80.111:7871 -> 80.140.203.151:5503 (UDP)
83.147.129.18:11882 -> 66.154.87.57:7871 (UDP)
66.154.87.57:7871 -> 130.13.88.247:5208 (UDP)
59.95.32.243:8429 -> 66.154.87.39:7871 (UDP)
83.29.19.53:19106 -> 66.154.80.111:7871 (UDP)
66.154.87.41:7871 -> 89.239.131.225:11268 (UDP)
66.154.83.138:7871 -> 68.85.96.157:11684 (UDP)
66.154.80.111:7871 -> 201.240.163.12:11663 (UDP)
66.154.83.107:7871 -> 121.247.12.202:10018 (UDP)
72.224.165.157:44808 -> 66.154.87.41:7871 (UDP)
85.103.10.119:14659 -> 66.154.80.105:7871 (UDP)
66.154.87.39:7871 -> 81.13.236.92:8074 (UDP)
66.154.83.107:7871 -> 88.244.240.163:22492 (UDP)
190.42.148.93:50728 -> 66.154.83.80:7871 (UDP)
66.154.80.105:7871 -> 213.60.21.22:4324 (UDP)
72.200.131.45:19936 -> 66.154.80.111:7871 (UDP)
82.61.13.154:8478 -> 66.154.83.113:7871 (UDP)
66.154.83.107:7871 -> 201.52.240.141:33150 (UDP)
81.252.102.233:21538 -> 66.154.87.39:7871 (UDP)
66.154.80.101:7871 -> 209.204.89.185:20442 (UDP)
66.154.80.111:7871 -> 189.133.254.98:7764 (UDP)
74.143.43.249:30843 -> 66.154.87.41:7871 (UDP)
66.154.80.101:7871 -> 72.24.72.37:7310 (UDP)
66.154.87.61:7871 -> 75.67.7.116:4061 (UDP)
66.154.83.113:7871 -> 75.33.230.243:15111 (UDP)
165.29.45.15:4838 -> 66.154.83.139:8080 (TCP)
66.154.83.80:7871 -> 124.18.97.172:13859 (UDP)
194.67.142.183:8811 -> 66.154.87.39:7871 (UDP)
66.154.83.80:7871 -> 212.65.211.58:24311 (UDP)
217.44.125.211:18013 -> 66.154.80.101:7871 (UDP)
190.47.83.10:3643 -> 66.154.83.138:7871 (UDP)
88.253.50.225:30530 -> 66.154.80.101:7871 (UDP)
24.162.164.232:9051 -> 66.154.80.101:7871 (UDP)
66.154.80.125:7871 -> 24.127.161.36:23629 (UDP)
212.48.219.101:20455 -> 66.154.80.125:7871 (UDP)
122.144.119.218:29290 -> 66.154.83.107:7871 (UDP)
69.61.28.74:63198 -> 24.58.101.166:8 (TCP)
189.152.127.42:22312 -> 66.154.83.138:7871 (UDP)
66.154.80.125:7871 -> 87.194.205.16:9137 (UDP)
66.154.83.113:7871 -> 200.106.10.246:11422 (UDP)
64.199.2.18:61407 -> 66.154.83.107:7871 (UDP)
195.22.112.15:18521 -> 66.154.80.111:7871 (UDP)
82.83.249.62:7580 -> 66.154.83.138:7871 (UDP)
89.186.2.50:6132 -> 66.154.87.39:7871 (UDP)
91.189.69.167:16275 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 67.71.183.174:7897 (UDP)
200.106.75.164:31692 -> 66.154.80.125:7871 (UDP)
82.83.40.245:9932 -> 66.154.80.111:7871 (UDP)
218.155.234.54:16275 -> 66.154.80.111:7871 (UDP)
66.154.87.61:7871 -> 217.224.15.86:4415 (UDP)
69.61.28.73:63071 -> 72.129.129.157:8 (TCP)
66.154.87.57:7871 -> 71.107.159.109:50037 (UDP)
66.154.83.136:63011 -> 68.198.41.207:8 (TCP)
66.154.87.41:7871 -> 172.129.69.172:7168 (UDP)
88.70.41.37:34016 -> 66.154.80.101:7871 (UDP)
67.177.114.151:8 -> 66.154.83.142:63025 (TCP)
66.154.83.107:7871 -> 88.65.101.245:19786 (UDP)
125.162.166.52:61633 -> 66.154.87.57:7871 (UDP)
66.154.80.101:7871 -> 81.33.216.76:8395 (UDP)
82.48.119.165:17490 -> 66.154.83.107:7871 (UDP)
116.33.198.4:12279 -> 66.154.80.101:7871 (UDP)
66.154.87.61:7871 -> 75.61.134.82:10582 (UDP)
66.154.80.111:7871 -> 211.31.182.66:14412 (UDP)
66.154.87.57:7871 -> 76.237.124.182:55184 (UDP)
66.154.87.58:7871 -> 71.198.213.247:29603 (UDP)
72.16.93.58:10471 -> 66.154.83.107:7871 (UDP)
87.9.180.145:2183 -> 66.154.87.39:7871 (UDP)
83.138.236.186:12922 -> 66.154.83.113:7871 (UDP)
66.154.87.61:7871 -> 211.232.222.183:12649 (UDP)
172.133.4.6:8742 -> 66.154.80.111:7871 (UDP)
66.154.83.107:7871 -> 74.237.108.50:50709 (UDP)
66.154.87.57:7871 -> 68.145.135.208:5928 (UDP)
66.154.87.61:7871 -> 75.182.20.91:9917 (UDP)
66.154.80.101:7871 -> 84.143.101.96:6323 (UDP)
66.154.87.41:7871 -> 216.9.108.18:55104 (UDP)
65.189.204.247:8 -> 66.154.83.152:63196 (TCP)
66.154.87.58:7871 -> 203.59.120.196:7871 (UDP)
82.216.246.155:5564 -> 66.154.80.125:7871 (UDP)
66.154.80.111:7871 -> 64.108.90.88:32327 (UDP)
66.154.83.138:7871 -> 24.93.162.4:21467 (UDP)
209.40.166.117:17981 -> 66.154.80.101:7871 (UDP)
88.9.139.188:21895 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 125.237.193.166:18594 (UDP)
66.154.80.101:7871 -> 65.79.19.2:46518 (UDP)
66.154.83.80:7871 -> 122.164.232.135:15244 (UDP)
194.46.238.194:11811 -> 66.154.87.57:7871 (UDP)
67.114.13.34:5697 -> 66.154.80.105:7871 (UDP)
66.154.80.105:7871 -> 4.159.32.66:27566 (UDP)
66.154.80.101:7871 -> 77.124.11.141:3218 (UDP)
189.175.38.22:33759 -> 66.154.87.57:7871 (UDP)
66.154.87.61:7871 -> 59.105.191.112:16116 (UDP)
83.52.16.159:27705 -> 66.154.83.107:7871 (UDP)
64.105.191.82:11275 -> 66.154.87.58:7871 (UDP)
122.167.251.231:18452 -> 66.154.83.107:7871 (UDP)
189.174.127.154:28038 -> 66.154.87.41:7871 (UDP)
24.165.115.55:8 -> 66.154.83.139:63116 (TCP)
66.154.80.101:7871 -> 91.77.46.188:7224 (UDP)
61.159.227.124:6000 -> 69.61.28.98:135 (TCP)
66.154.87.41:7871 -> 140.78.124.18:2504 (UDP)
66.154.83.113:7871 -> 91.121.5.14:11030 (UDP)
66.154.80.101:7871 -> 124.182.128.153:60352 (UDP)
66.154.80.101:7871 -> 77.195.77.213:55073 (UDP)
66.154.83.80:7871 -> 59.163.113.85:29586 (UDP)
66.154.83.113:7871 -> 190.41.28.99:7880 (UDP)
124.121.6.204:28049 -> 66.154.80.111:7871 (UDP)
71.129.86.70:23959 -> 66.154.80.101:7871 (UDP)
66.154.80.125:7871 -> 213.182.116.49:6486 (UDP)
24.206.248.179:8 -> 66.154.83.138:63254 (TCP)
202.149.211.97:16503 -> 66.154.87.57:7871 (UDP)
66.154.80.111:7871 -> 84.52.70.49:3724 (UDP)
69.61.28.81:63358 -> 68.198.41.207:8 (TCP)
97.97.252.161:5324 -> 66.154.80.111:7871 (UDP)
85.105.161.90:32777 -> 66.154.87.58:7871 (UDP)
88.2.100.64:25744 -> 66.154.80.111:7871 (UDP)
91.76.193.1:7550 -> 66.154.87.61:7871 (UDP)
210.213.196.147:6469 -> 66.154.87.58:7871 (UDP)
190.42.242.147:12797 -> 66.154.83.113:7871 (UDP)
200.106.180.110:16338 -> 66.154.80.101:7871 (UDP)
24.181.199.39:11217 -> 66.154.80.105:7871 (UDP)
217.120.221.29:4491 -> 66.154.87.57:7871 (UDP)
66.154.87.39:7871 -> 88.160.244.77:15374 (UDP)
10.0.2.15:2121 -> 174.140.168.169:80 (TCP)
66.154.87.41:7871 -> 78.2.37.167:12538 (UDP)
195.8.125.106:18242 -> 66.154.87.57:7871 (UDP)
81.50.212.38:7229 -> 66.154.80.101:7871 (UDP)
66.154.83.80:7871 -> 216.198.95.65:11873 (UDP)
98.195.167.102:30358 -> 66.154.83.113:7871 (UDP)
66.154.87.57:7871 -> 189.137.112.213:13297 (UDP)
66.154.80.101:7871 -> 190.137.43.66:33502 (UDP)
66.154.87.41:7871 -> 89.179.66.223:28763 (UDP)
80.64.108.36:16275 -> 66.154.87.57:7871 (UDP)
91.171.175.211:6001 -> 66.154.80.101:7871 (UDP)
68.253.244.242:30547 -> 66.154.87.41:7871 (UDP)
66.154.80.105:7871 -> 220.224.121.66:7871 (UDP)
66.154.87.41:7871 -> 87.67.167.185:7988 (UDP)
85.114.223.64:3797 -> 66.154.83.80:7871 (UDP)
66.154.83.107:7871 -> 212.25.103.164:1203 (UDP)
216.4.148.3:25949 -> 66.154.80.101:7871 (UDP)
66.154.80.125:7871 -> 200.6.186.154:19932 (UDP)
66.154.87.57:7871 -> 24.63.137.231:7443 (UDP)
190.48.126.54:2509 -> 66.154.83.107:7871 (UDP)
66.154.83.107:7871 -> 121.247.139.226:50707 (UDP)
90.35.90.187:2480 -> 66.154.80.111:7871 (UDP)
74.254.23.98:64245 -> 66.154.87.41:7871 (UDP)
68.112.52.188:30896 -> 66.154.87.57:7871 (UDP)
83.167.116.126:47434 -> 66.154.87.57:7871 (UDP)
66.154.87.61:7871 -> 212.149.216.182:65530 (UDP)
66.154.87.39:7871 -> 82.83.156.60:33251 (UDP)
213.60.44.237:20369 -> 66.154.87.57:7871 (UDP)
122.167.29.212:21270 -> 66.154.87.41:7871 (UDP)
66.154.83.80:7871 -> 88.231.241.116:20139 (UDP)
66.154.87.57:7871 -> 210.245.51.120:12829 (UDP)
66.154.83.107:7871 -> 89.53.195.149:64023 (UDP)
217.129.19.253:29642 -> 66.154.87.58:7871 (UDP)
88.241.196.82:3724 -> 66.154.87.58:7871 (UDP)
200.121.160.149:10273 -> 66.154.87.57:7871 (UDP)
66.154.83.107:7871 -> 221.145.96.177:6681 (UDP)
74.125.39.106:80 -> 10.0.2.15:3137 (TCP)
66.154.83.80:7871 -> 88.17.184.3:7756 (UDP)
66.154.83.80:7871 -> 91.192.237.194:7871 (UDP)
66.154.83.107:7871 -> 85.214.64.92:20872 (UDP)
